food_id,id,proxy of edible form,inedible,uncooked,edible,name,note,fooddb note
01050,0064,FALSE,TRUE,TRUE,FALSE,こむぎ　［中華めん類］　干し中華めん　乾,,食物繊維：AOAC2011.25法
01051,0065,FALSE,FALSE,FALSE,TRUE,こむぎ　［中華めん類］　干し中華めん　ゆで,,食物繊維：AOAC2011.25法
01052,0066,FALSE,TRUE,FALSE,FALSE,こむぎ　［中華めん類］　沖縄そば　生,,別名：沖縄めん
01053,0067,FALSE,FALSE,FALSE,TRUE,こむぎ　［中華めん類］　沖縄そば　ゆで,,別名：沖縄めん
01054,0068,FALSE,TRUE,TRUE,FALSE,こむぎ　［中華めん類］　干し沖縄そば　乾,,別名：沖縄めん
01055,0069,FALSE,FALSE,FALSE,TRUE,こむぎ　［中華めん類］　干し沖縄そば　ゆで,,別名：沖縄めん
01056,0070,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　即席中華めん　油揚げ味付け,,"別名： インスタントラーメン
添付調味料等を含む"
01057,0071,FALSE,FALSE,TRUE,TRUE,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含むもの）,,"別名： インスタントラーメン
調理前のもの、添付調味料等を含む"
01198,0072,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　即席中華めん　油揚げ　調理後全体　（添付調味料等を含むもの）,,"添付調味料等を含む
01057即席中華めん、油揚げ、乾より推計"
01189,0073,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　即席中華めん　油揚げ　ゆで　（添付調味料等を含まないもの）,,"添付調味料等を含まない
食物繊維：AOAC2011.25法"
01144,0074,FALSE,FALSE,TRUE,TRUE,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含まないもの）,,"調理前のもの、添付調味料等を除く
食物繊維：AOAC2011.25法"
01058,0075,FALSE,FALSE,TRUE,TRUE,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含むもの）,,"別名： インスタントラーメン
調理前のもの、添付調味料等を含む"
01199,0076,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　即席中華めん　非油揚げ　調理後全体　（添付調味料等を含むもの）,,"添付調味料等を含む
01058即席中華めん、非油揚げ、乾より推計"
01190,0077,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　即席中華めん　非油揚げ　ゆで　（添付調味料等を含まないもの）,,"添付調味料等を含まない
食物繊維：AOAC2011.25法"
01145,0078,FALSE,FALSE,TRUE,TRUE,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含まないもの）,,"調理前のもの、添付調味料等を除く
食物繊維：AOAC2011.25法"
01193,0079,FALSE,FALSE,TRUE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　乾　（添付調味料等を含むもの）,,"調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
01201,0080,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後全体　（添付調味料等を含むもの）,,"添付調味料等を含む
01193中華スタイル即席カップめん、油揚げ、塩味、乾より推計
食物繊維：AOAC2011.25法"
01194,0081,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後のめん　（スープを残したもの）,,"添付調味料等を含む
食物繊維：AOAC2011.25法"
01191,0082,FALSE,FALSE,TRUE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　乾　（添付調味料等を含むもの）,,"調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
01200,0083,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後全体　（添付調味料等を含むもの）,,"添付調味料等を含む
01191中華スタイル即席カップめん、油揚げ、しょうゆ味、乾より推計
食物繊維：AOAC2011.25法"
01192,0084,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後のめん　（スープを残したもの）,,"添付調味料等を含む
食物繊維：AOAC2011.25法"
01060,0085,FALSE,FALSE,TRUE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　乾　（添付調味料等を含むもの）,,"別名： カップ焼きそば
調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
01202,0086,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　調理後全体　（添付調味料等を含むもの）,,"添付調味料等を含む
01060中華スタイル即席カップめん、油揚げ、焼きそば、乾より推計
食物繊維：AOAC2011.25法"
01061,0087,FALSE,FALSE,TRUE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　乾　（添付調味料等を含むもの）,,"別名： カップラーメン
調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
01203,0088,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後全体　（添付調味料等を含むもの）,,"添付調味料等を含む
01061中華スタイル即席カップめん、非油揚げ、乾より推計
食物繊維：AOAC2011.25法"
01195,0089,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後のめん　（スープを残したもの）,,"添付調味料等を含む
食物繊維：AOAC2011.25法"
01062,0090,FALSE,FALSE,TRUE,TRUE,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　乾　（添付調味料等を含むもの）,,"別名： カップうどん
調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
01204,0091,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後全体　（添付調味料等を含むもの）,,"添付調味料等を含む
01062和風スタイル即席カップめん、油揚げ、乾より推計
食物繊維：AOAC2011.25法"
01196,0092,FALSE,FALSE,FALSE,TRUE,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後のめん　（スープを残したもの）,,"添付調味料等を含む
食物繊維：AOAC2011.25法"
01063,0093,FALSE,FALSE,TRUE,FALSE,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,,食物繊維：AOAC2011.25法
01064,0094,FALSE,FALSE,FALSE,TRUE,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで,,"1.5 %食塩水でゆでた場合
食物繊維：AOAC2011.25法"
01173,0095,FALSE,FALSE,FALSE,TRUE,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ソテー,,"原材料配合割合： マカロニ・スパゲッティゆで95、なたね油5
食物繊維：AOAC2011.25法"
01149,0096,FALSE,FALSE,TRUE,FALSE,こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生,茹でてから食べます（火は通っていない生の状態です）。,"デュラム小麦100 %以外のものも含む
ビタミンB2無添加のもの"
01065,0097,FALSE,FALSE,FALSE,TRUE,こむぎ　［ふ類］　生ふ,そのまま食べられます（刺身麩など）が、焼いたり汁物に入れたりするのが一般的です。,
01066,0098,FALSE,FALSE,FALSE,TRUE,こむぎ　［ふ類］　焼きふ　釜焼きふ,,平釜焼きふ（小町ふ、切りふ、おつゆふ等）及び型釜焼きふ（花ふ等）
01067,0099,FALSE,FALSE,FALSE,TRUE,こむぎ　［ふ類］　焼きふ　板ふ,,
01068,0100,FALSE,FALSE,FALSE,TRUE,こむぎ　［ふ類］　焼きふ　車ふ,,
01177,0101,FALSE,FALSE,TRUE,TRUE,こむぎ　［ふ類］　油ふ,硬いので、だし汁で煮込んで柔らかくしてから食べます（仙台麩とも呼ばれます）。,
01070,0102,FALSE,FALSE,FALSE,TRUE,こむぎ　［その他］　小麦はいが,そのまま食べられます（香ばしい粉末で、ヨーグルトや牛乳に混ぜて食べます）。,試料： 焙焼品
01071,0103,FALSE,TRUE,TRUE,FALSE,こむぎ　［その他］　小麦たんぱく　粉末状,パン作りなどで膨らみを助けるために粉に混ぜる材料（グルテン）で、そのままは食べません。,
01072,0104,FALSE,TRUE,TRUE,FALSE,こむぎ　［その他］　小麦たんぱく　粒状,乾燥しており消化できず胃腸を痛めるため、水戻しと加熱が必要です。,試料： 冷凍品
01073,0105,FALSE,TRUE,TRUE,FALSE,こむぎ　［その他］　小麦たんぱく　ペースト状,生のグルテンは非常に消化が悪く腹痛の原因になるため、加熱調理が必要です。,試料： 冷凍品
01178,0106,FALSE,FALSE,TRUE,TRUE,こむぎ　［その他］　かやきせんべい,すでに焼成済みなので消化上の問題はありませんが、煮込み用のため非常に硬いです。,別名： おつゆせんべい
01074,0107,FALSE,TRUE,TRUE,FALSE,こむぎ　［その他］　ぎょうざの皮　生,生の小麦粉（βデンプン）は人間が消化できず腹痛を起こすため、食べられません。,
01075,0108,FALSE,TRUE,TRUE,FALSE,こむぎ　［その他］　しゅうまいの皮　生,餃子の皮と同様に生の小麦粉の状態なので、消化不良を起こすため加熱必須です。,
01179,0109,FALSE,FALSE,TRUE,TRUE,こむぎ　［その他］　春巻きの皮　生,一般的な製品は一度焼いてあるため消化不良は起こしませんが、加熱調理が前提です。,食物繊維：AOAC2011.25法
01180,0110,FALSE,FALSE,FALSE,TRUE,こむぎ　［その他］　春巻きの皮　揚げ,,"植物油（なたね油）
調理による脂質の増減：第1章表13参照
食物繊維：AOAC2011.25法"
01076,0111,FALSE,FALSE,TRUE,TRUE,こむぎ　［その他］　ピザ生地,焼いてから食べます（生の小麦粉生地なので、そのままでは食べられません）。,別名： ピザクラスト
01069,0112,FALSE,FALSE,TRUE,TRUE,こむぎ　［その他］　ちくわぶ,おでんなどで煮込んで食べます（製造時に蒸してありますが、そのままだと硬くて美味しくありません）。,
01077,0113,FALSE,FALSE,TRUE,TRUE,こむぎ　［その他］　パン粉　生,食べられますが、基本的には揚げ物の衣やハンバーグのつなぎとして加熱します。,(100 g：621 mL、100 mL：16.1 g)
01078,0114,FALSE,FALSE,TRUE,TRUE,こむぎ　［その他］　パン粉　半生,食べられますが、生パン粉と同様、調理素材として使うのが普通です。,
01079,0115,FALSE,FALSE,TRUE,TRUE,こむぎ　［その他］　パン粉　乾燥,食べられますが、乾燥して硬いパンの粉なので、そのまま食べるものではありません。,"(100 g：498 mL、100 mL：16 g)
食物繊維：AOAC2011.25法"
01150,0116,FALSE,FALSE,TRUE,TRUE,こむぎ　［その他］　冷めん　生,茹でてから食べます（盛岡冷麺などの生麺です。ゴムのように硬いので必ず茹でます）。,
01080,0117,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　玄米,,"うるち米
(100 g：120 mL、100 mL：83 g)"
01081,0118,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　半つき米,,"うるち米
歩留り： 95～96 %
(100 g：120 mL、100 mL：83 g)"
01082,0119,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　七分つき米,,"うるち米
歩留り： 92～94 %
(100 g：120 mL、100 mL：83 g)"
01083,0120,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　精白米　うるち米,,"うるち米
歩留り： 90～91 %
(100 g：120 mL、100 mL：83 g)"
01151,0121,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　精白米　もち米,,"歩留り： 90～91 %
(100 g：120 mL、100 mL：83 g)"
01152,0122,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　精白米　インディカ米,,"うるち米 歩留り： 90～91 %
(100 g：120 mL、100 mL：83 g)"
01084,0123,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　はいが精米,,"うるち米
歩留り： 91～93 %
(100 g：120 mL、100 mL：83 g)"
01153,0124,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　発芽玄米,,"うるち米
試料： ビタミンB1強化品含む
(100 g：120 mL、100 mL：83 g)"
01181,0125,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　赤米,,"ポリフェノール：0.4ｇ
食物繊維：AOAC2011.25法"
01182,0126,FALSE,TRUE,TRUE,FALSE,こめ　［水稲穀粒］　黒米,,"ポリフェノール：0.5ｇ
食物繊維：AOAC2011.25法"
01085,0127,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　玄米,,"うるち米
玄米47 g相当量を含む"
01086,0128,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　半つき米,,"うるち米
半つき米47 g相当量を含む"
01087,0129,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　七分つき米,,"うるち米
七分つき米47 g相当量を含む"
01168,0130,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　精白米　インディカ米,,精白米51 g相当量を含む
01088,0131,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　精白米　うるち米,,"精白米47 g相当量を含む
食物繊維：AOAC2011.25法"
01154,0132,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　精白米　もち米,,精白米55 g相当量を含む
01089,0133,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　はいが精米,,"うるち米
はいが精白米47 g相当量を含む"
01155,0134,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　発芽玄米,,"うるち米
発芽玄米47 g相当量を含む
試料： ビタミンB1強化品含む"
01183,0135,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　赤米,,"ポリフェノール：（0.2）ｇ
食物繊維：AOAC2011.25法"
01184,0136,FALSE,FALSE,FALSE,TRUE,こめ　［水稲めし］　黒米,,"ポリフェノール：（0.2）ｇ
食物繊維：AOAC2011.25法"
01185,0137,FALSE,FALSE,FALSE,TRUE,こめ　［水稲軟めし］　精白米,,"別名： なんはん、なんばん、やわらかめし
うるち米
食物繊維：AOAC2011.25法"
01090,0138,FALSE,FALSE,FALSE,TRUE,こめ　［水稲全かゆ］　玄米,,"うるち米
5倍かゆ
玄米20 g相当量を含む"
01091,0139,FALSE,FALSE,FALSE,TRUE,こめ　［水稲全かゆ］　半つき米,,"うるち米
5倍かゆ
半つき米20 g相当量を含む"
01092,0140,FALSE,FALSE,FALSE,TRUE,こめ　［水稲全かゆ］　七分つき米,,"うるち米
5倍かゆ
七分つき米20 g相当量を含む"
01093,0141,FALSE,FALSE,FALSE,TRUE,こめ　［水稲全かゆ］　精白米,,"うるち米
5倍かゆ
精白米20 g相当量を含む"
01094,0142,FALSE,FALSE,FALSE,TRUE,こめ　［水稲五分かゆ］　玄米,,"うるち米
10倍かゆ
玄米10 g相当量を含む"
01095,0143,FALSE,FALSE,FALSE,TRUE,こめ　［水稲五分かゆ］　半つき米,,"うるち米
10倍かゆ
半つき米10 g相当量を含む"
01096,0144,FALSE,FALSE,FALSE,TRUE,こめ　［水稲五分かゆ］　七分つき米,,"うるち米
10倍かゆ
七分つき米10 g相当量を含む"
01097,0145,FALSE,FALSE,FALSE,TRUE,こめ　［水稲五分かゆ］　精白米,,"うるち米
10倍かゆ
精白米10 g相当量を含む"
01098,0146,FALSE,FALSE,FALSE,TRUE,こめ　［水稲おもゆ］　玄米,,"うるち米
弱火で加熱、ガーゼでこしたもの
玄米6 g相当量を含む"
01099,0147,FALSE,FALSE,FALSE,TRUE,こめ　［水稲おもゆ］　半つき米,,"うるち米
弱火で加熱、ガーゼでこしたもの
半つき米6 g相当量を含む"
01100,0148,FALSE,FALSE,FALSE,TRUE,こめ　［水稲おもゆ］　七分つき米,,"うるち米
弱火で加熱、ガーゼでこしたもの
七分つき米6 g相当量を含む"
01101,0149,FALSE,FALSE,FALSE,TRUE,こめ　［水稲おもゆ］　精白米,,"うるち米
弱火で加熱、ガーゼでこしたもの
精白米6 g相当量を含む"
01102,0150,FALSE,TRUE,TRUE,FALSE,こめ　［陸稲穀粒］　玄米,,うるち、もちを含む
01103,0151,FALSE,TRUE,TRUE,FALSE,こめ　［陸稲穀粒］　半つき米,,"うるち、もちを含む
歩留り： 95～96 %"
01104,0152,FALSE,TRUE,TRUE,FALSE,こめ　［陸稲穀粒］　七分つき米,,"うるち、もちを含む
歩留り： 93～94 %"
01105,0153,FALSE,TRUE,TRUE,FALSE,こめ　［陸稲穀粒］　精白米,,"うるち、もちを含む
歩留り： 90～92 %"
01106,0154,FALSE,FALSE,FALSE,TRUE,こめ　［陸稲めし］　玄米,,"うるち、もちを含む
玄米47 g相当量を含む"
01107,0155,FALSE,FALSE,FALSE,TRUE,こめ　［陸稲めし］　半つき米,,"うるち、もちを含む
半つき米47 g相当量を含む"
01108,0156,FALSE,FALSE,FALSE,TRUE,こめ　［陸稲めし］　七分つき米,,"うるち、もちを含む
七分つき米47 g相当量を含む"
01109,0157,FALSE,FALSE,FALSE,TRUE,こめ　［陸稲めし］　精白米,,"うるち、もちを含む
精白米47 g相当量を含む"
01110,0158,FALSE,FALSE,FALSE,TRUE,こめ　［うるち米製品］　アルファ化米　一般用,,
01156,0159,FALSE,FALSE,FALSE,TRUE,こめ　［うるち米製品］　アルファ化米　学校給食用強化品,,
01214,0159-1,FALSE,FALSE,FALSE,TRUE,こめ　［うるち米製品］　水稲全かゆ　レトルト　玄米,,"食塩無添加品
食物繊維：AOAC2011.25法"
